r1,referee,method,re_1,re_2,re_3,f1,f1_kd1,f1_total1,f1_kd1,f1_td1,f1_tdp1,f1_ctrl1,f1_sig1,f1_head1,f1_body1,f1_leg1,f1_dis1,f1_cli1,f2,f2_kd1,f2_total1,f2_kd1,f2_td1,f2_tdp1,f2_ctrl1,f2_sig1,f2_head1,f2_body1,f2_leg1,f2_dis1,f2_cli1
Round 2,John McCarthy,Decision - Unanimous,Mike Beltran 28-29.,Larry Landless 28-29.,Cecil Peoples 27-30.,Tito Ortiz ,0,23 of 52,0,0 of 1,0%,0:00,12 of 39,3 of 30,4 of 4,5 of 5,11 of 37,1 of 1,Matt Hamill ,0,22 of 48,0,1 of 1,100%,2:17,13 of 38,9 of 33,1 of 1,3 of 4,10 of 31,0 of 0
Round 3,John McCarthy,Decision - Unanimous,Mike Beltran 28-29.,Larry Landless 28-29.,Cecil Peoples 27-30.,Tito Ortiz ,0,18 of 41,0,0 of 1,0%,0:00,8 of 29,5 of 24,3 of 4,0 of 1,7 of 28,0 of 0,Matt Hamill ,0,25 of 61,0,1 of 1,100%,1:27,17 of 51,15 of 47,0 of 1,2 of 3,14 of 37,0 of 0
Round 1,Jason Herzog,Decision - Unanimous,Nelson Hamilton 27-30.,Larry Landless 27-30.,Cecil Peoples 27-30.,Brendan Schaub ,1,18 of 72,1,0 of 0,---,0:01,18 of 72,18 of 70,0 of 2,0 of 0,17 of 70,1 of 2,Gabriel Gonzaga ,0,8 of 29,0,0 of 1,0%,0:00,8 of 29,4 of 24,0 of 0,4 of 5,7 of 27,1 of 2
Round 2,Jason Herzog,Decision - Unanimous,Nelson Hamilton 27-30.,Larry Landless 27-30.,Cecil Peoples 27-30.,Brendan Schaub ,0,18 of 65,0,0 of 0,---,0:06,18 of 65,16 of 61,2 of 4,0 of 0,10 of 53,7 of 11,Gabriel Gonzaga ,0,11 of 30,0,0 of 1,0%,0:00,11 of 30,4 of 20,2 of 2,5 of 8,8 of 27,3 of 3
Round 3,Jason Herzog,Decision - Unanimous,Nelson Hamilton 27-30.,Larry Landless 27-30.,Cecil Peoples 27-30.,Brendan Schaub ,0,17 of 62,0,0 of 1,0%,0:00,17 of 62,16 of 60,1 of 2,0 of 0,17 of 62,0 of 0,Gabriel Gonzaga ,0,18 of 51,0,0 of 0,---,0:00,18 of 51,13 of 45,2 of 3,3 of 3,18 of 50,0 of 1
Round 1,John McCarthy,Decision - Unanimous,Mike Beltran 27-30.,Luis Cobian 27-30.,Nelson Hamilton 27-30.,Patrick Cote ,0,14 of 18,0,0 of 0,---,0:08,5 of 9,5 of 9,0 of 0,0 of 0,0 of 1,3 of 3,Tom Lawlor ,0,52 of 61,0,1 of 1,100%,4:43,16 of 21,10 of 15,1 of 1,5 of 5,0 of 1,6 of 6
Round 2,John McCarthy,Decision - Unanimous,Mike Beltran 27-30.,Luis Cobian 27-30.,Nelson Hamilton 27-30.,Patrick Cote ,0,13 of 21,0,0 of 0,---,0:00,1 of 9,0 of 7,1 of 1,0 of 1,0 of 8,1 of 1,Tom Lawlor ,0,49 of 67,0,2 of 3,66%,3:38,17 of 31,12 of 26,1 of 1,4 of 4,4 of 16,4 of 4
Round 3,John McCarthy,Decision - Unanimous,Mike Beltran 27-30.,Luis Cobian 27-30.,Nelson Hamilton 27-30.,Patrick Cote ,0,1 of 5,0,0 of 0,---,0:00,0 of 4,0 of 2,0 of 2,0 of 0,0 of 4,0 of 0,Tom Lawlor ,0,52 of 61,0,2 of 2,100%,4:41,16 of 23,11 of 18,4 of 4,1 of 1,1 of 3,1 of 1
Round 1,Herb Dean,Decision - Split,Mike Beltran 28-29.,Larry Landless 29-28.,Cecil Peoples 27-30.,Sam Stout ,0,38 of 99,0,1 of 1,100%,0:07,38 of 99,19 of 74,5 of 6,14 of 19,38 of 99,0 of 0,Paul Taylor ,0,50 of 84,0,0 of 1,0%,0:00,50 of 84,26 of 59,10 of 11,14 of 14,50 of 84,0 of 0
Round 2,Herb Dean,Decision - Split,Mike Beltran 28-29.,Larry Landless 29-28.,Cecil Peoples 27-30.,Sam Stout ,0,31 of 84,0,0 of 0,---,0:19,30 of 83,19 of 71,5 of 5,6 of 7,28 of 80,2 of 3,Paul Taylor ,0,38 of 89,0,0 of 1,0%,0:00,38 of 89,25 of 73,5 of 7,8 of 9,37 of 87,1 of 2
Round 3,Herb Dean,Decision - Split,Mike Beltran 28-29.,Larry Landless 29-28.,Cecil Peoples 27-30.,Sam Stout ,0,39 of 113,0,0 of 1,0%,0:01,39 of 113,20 of 90,6 of 8,13 of 15,39 of 113,0 of 0,Paul Taylor ,0,52 of 123,0,0 of 1,0%,0:00,52 of 123,37 of 96,10 of 17,5 of 10,48 of 118,4 of 5
Round 1,Jason Herzog,Decision - Split,Larry Landless 28-29.,Nelson Hamilton 28-29.,Cecil Peoples 29-28.,Chris Camozzi ,0,25 of 46,0,0 of 0,---,0:15,20 of 39,8 of 26,6 of 7,6 of 6,17 of 34,3 of 5,Dongi Yang ,0,20 of 38,0,1 of 1,100%,1:23,16 of 29,9 of 22,2 of 2,5 of 5,12 of 25,2 of 2
Round 2,Jason Herzog,Decision - Split,Larry Landless 28-29.,Nelson Hamilton 28-29.,Cecil Peoples 29-28.,Chris Camozzi ,0,25 of 38,0,0 of 1,0%,0:15,22 of 34,5 of 13,10 of 12,7 of 9,16 of 27,6 of 7,Dongi Yang ,0,24 of 36,0,2 of 2,100%,0:27,23 of 33,16 of 26,5 of 5,2 of 2,21 of 31,2 of 2
Round 3,Jason Herzog,Decision - Split,Larry Landless 28-29.,Nelson Hamilton 28-29.,Cecil Peoples 29-28.,Chris Camozzi ,0,35 of 61,0,0 of 0,---,0:07,32 of 57,19 of 43,9 of 10,4 of 4,25 of 46,7 of 11,Dongi Yang ,0,16 of 43,0,0 of 2,0%,0:17,12 of 36,11 of 34,0 of 1,1 of 1,12 of 36,0 of 0
Round 1,Marc Goddard,Decision - Unanimous,Doug Crosby 27-30.,Chris Lee 27-30.,Andy Roberts 27-30.,Michael Bisping ,0,24 of 71,0,0 of 4,0%,0:02,23 of 70,14 of 61,2 of 2,7 of 7,22 of 68,1 of 2,Yoshihiro Akiyama ,0,14 of 42,0,0 of 0,---,0:00,14 of 42,6 of 31,1 of 2,7 of 9,14 of 42,0 of 0
Round 2,Marc Goddard,Decision - Unanimous,Doug Crosby 27-30.,Chris Lee 27-30.,Andy Roberts 27-30.,Michael Bisping ,0,35 of 86,0,0 of 1,0%,0:00,35 of 86,24 of 71,4 of 7,7 of 8,34 of 84,1 of 2,Yoshihiro Akiyama ,0,22 of 62,0,0 of 1,0%,0:00,22 of 62,18 of 56,3 of 4,1 of 2,22 of 61,0 of 1
Round 3,Marc Goddard,Decision - Unanimous,Doug Crosby 27-30.,Chris Lee 27-30.,Andy Roberts 27-30.,Michael Bisping ,0,60 of 111,0,0 of 0,---,0:00,60 of 111,51 of 100,5 of 6,4 of 5,59 of 109,1 of 2,Yoshihiro Akiyama ,0,14 of 73,0,0 of 0,---,0:00,14 of 73,11 of 70,3 of 3,0 of 0,13 of 70,1 of 3
Round 1,Leon Roberts,Decision - Unanimous,Howard Hughes 27-30.,Chris Lee 27-30.,Andy Roberts 27-30.,John Hathaway ,0,17 of 60,0,0 of 1,0%,0:27,9 of 52,7 of 48,2 of 4,0 of 0,9 of 52,0 of 0,Mike Pyle ,0,20 of 50,0,2 of 5,40%,0:47,12 of 42,8 of 33,3 of 7,1 of 2,9 of 36,3 of 5
Round 2,Leon Roberts,Decision - Unanimous,Howard Hughes 27-30.,Chris Lee 27-30.,Andy Roberts 27-30.,John Hathaway ,0,8 of 39,0,0 of 0,---,0:09,6 of 36,5 of 33,1 of 3,0 of 0,6 of 35,0 of 1,Mike Pyle ,0,71 of 96,0,1 of 5,20%,2:33,22 of 41,18 of 36,3 of 4,1 of 1,6 of 19,2 of 4
Round 3,Leon Roberts,Decision - Unanimous,Howard Hughes 27-30.,Chris Lee 27-30.,Andy Roberts 27-30.,John Hathaway ,0,32 of 40,0,0 of 1,0%,0:13,3 of 11,1 of 9,2 of 2,0 of 0,3 of 10,0 of 1,Mike Pyle ,0,30 of 34,0,2 of 3,66%,3:56,12 of 14,11 of 13,0 of 0,1 of 1,1 of 3,1 of 1
Round 1,Marc Goddard,Decision - Unanimous,Doug Crosby 28-28.,Chris Lee 28-28.,Chris Watts 28-28.,Cheick Kongo ,0,11 of 29,0,0 of 0,---,0:14,9 of 27,2 of 19,1 of 1,6 of 7,7 of 24,2 of 3,Travis Browne ,0,13 of 45,0,0 of 0,---,0:00,12 of 44,4 of 29,4 of 10,4 of 5,11 of 41,1 of 3
Round 2,Marc Goddard,Decision - Unanimous,Doug Crosby 28-28.,Chris Lee 28-28.,Chris Watts 28-28.,Cheick Kongo ,0,54 of 71,0,0 of 0,---,2:22,35 of 52,12 of 25,3 of 3,20 of 24,15 of 30,20 of 22,Travis Browne ,0,3 of 17,0,1 of 1,100%,0:32,3 of 17,0 of 12,3 of 4,0 of 1,1 of 15,2 of 2
Round 3,Marc Goddard,Decision - Unanimous,Doug Crosby 28-28.,Chris Lee 28-28.,Chris Watts 28-28.,Cheick Kongo ,0,25 of 42,0,0 of 2,0%,1:53,14 of 30,5 of 18,3 of 3,6 of 9,9 of 22,5 of 8,Travis Browne ,0,10 of 17,0,1 of 2,50%,0:37,7 of 14,3 of 9,1 of 2,3 of 3,3 of 7,4 of 7
Round 1,Dan Miragliotta,Decision - Unanimous,Howard Hughes 27-30.,Chris Lee 27-30.,Andy Roberts 27-30.,James Wilks ,0,14 of 22,0,0 of 0,---,0:00,5 of 10,2 of 6,2 of 2,1 of 2,2 of 7,3 of 3,Claude Patrick ,0,17 of 29,0,1 of 2,50%,4:13,11 of 19,8 of 16,1 of 1,2 of 2,1 of 2,0 of 0
Round 2,Dan Miragliotta,Decision - Unanimous,Howard Hughes 27-30.,Chris Lee 27-30.,Andy Roberts 27-30.,James Wilks ,0,21 of 28,0,0 of 1,0%,0:32,6 of 12,1 of 5,2 of 4,3 of 3,1 of 3,5 of 9,Claude Patrick ,0,15 of 17,0,1 of 2,50%,3:55,4 of 6,2 of 4,1 of 1,1 of 1,2 of 3,2 of 2
Round 3,Dan Miragliotta,Decision - Unanimous,Howard Hughes 27-30.,Chris Lee 27-30.,Andy Roberts 27-30.,James Wilks ,0,11 of 16,0,0 of 0,---,0:14,1 of 6,0 of 3,0 of 1,1 of 2,0 of 2,1 of 4,Claude Patrick ,0,31 of 39,0,1 of 1,100%,4:21,8 of 15,7 of 12,1 of 3,0 of 0,0 of 2,1 of 1
Round 1,Leon Roberts,Decision - Unanimous,Doug Crosby 28-29.,Howard Hughes 28-29.,Paul Sutherland 28-29.,Spencer Fisher ,0,38 of 50,0,0 of 0,---,0:00,9 of 14,1 of 2,2 of 4,6 of 8,7 of 12,2 of 2,Curt Warburton ,0,38 of 57,0,1 of 1,100%,3:20,18 of 26,4 of 10,5 of 5,9 of 11,12 of 16,2 of 2
Round 2,Leon Roberts,Decision - Unanimous,Doug Crosby 28-29.,Howard Hughes 28-29.,Paul Sutherland 28-29.,Spencer Fisher ,0,75 of 88,0,1 of 5,20%,1:10,37 of 48,8 of 17,17 of 18,12 of 13,3 of 11,26 of 27,Curt Warburton ,0,27 of 44,0,0 of 1,0%,2:20,16 of 24,1 of 7,10 of 11,5 of 6,4 of 10,12 of 14
Round 3,Leon Roberts,Decision - Unanimous,Doug Crosby 28-29.,Howard Hughes 28-29.,Paul Sutherland 28-29.,Spencer Fisher ,0,57 of 74,0,0 of 1,0%,0:56,22 of 31,5 of 11,11 of 14,6 of 6,14 of 22,7 of 8,Curt Warburton ,0,17 of 43,0,0 of 1,0%,2:01,11 of 30,3 of 19,4 of 5,4 of 6,8 of 27,3 of 3
Round 1,Josh Rosenthal,Decision - Unanimous,Sal D'amato 27-30.,Kelvin Caldwell 27-30.,Glenn Trowbridge 27-30.,Rogerio Nogueira ,0,7 of 31,0,0 of 0,---,0:00,6 of 30,6 of 29,0 of 1,0 of 0,5 of 29,1 of 1,Ryan Bader ,0,31 of 57,0,2 of 4,50%,2:00,15 of 41,11 of 37,3 of 3,1 of 1,3 of 19,1 of 3
Round 2,Josh Rosenthal,Decision - Unanimous,Sal D'amato 27-30.,Kelvin Caldwell 27-30.,Glenn Trowbridge 27-30.,Rogerio Nogueira ,0,8 of 43,0,0 of 0,---,0:00,5 of 40,2 of 32,0 of 5,3 of 3,5 of 40,0 of 0,Ryan Bader ,0,11 of 43,0,1 of 5,20%,0:38,10 of 39,6 of 35,1 of 1,3 of 3,8 of 33,2 of 5
Round 3,Josh Rosenthal,Decision - Unanimous,Sal D'amato 27-30.,Kelvin Caldwell 27-30.,Glenn Trowbridge 27-30.,Rogerio Nogueira ,0,24 of 64,0,0 of 0,---,0:06,17 of 57,13 of 52,4 of 5,0 of 0,15 of 53,2 of 4,Ryan Bader ,0,24 of 61,0,2 of 7,28%,1:05,17 of 47,13 of 42,4 of 5,0 of 0,13 of 39,4 of 8
Round 1,Herb Dean,Decision - Unanimous,Sal D'amato 27-30.,Cecil Peoples 27-30.,Glenn Trowbridge 27-30.,Matt Serra ,0,51 of 114,0,0 of 0,---,0:00,44 of 104,26 of 79,17 of 23,1 of 2,43 of 102,1 of 2,Chris Lytle ,0,57 of 105,0,0 of 0,---,0:00,44 of 91,35 of 81,9 of 10,0 of 0,41 of 87,3 of 4
Round 2,Herb Dean,Decision - Unanimous,Sal D'amato 27-30.,Cecil Peoples 27-30.,Glenn Trowbridge 27-30.,Matt Serra ,0,44 of 98,0,0 of 0,---,0:00,42 of 95,25 of 76,15 of 17,2 of 2,42 of 95,0 of 0,Chris Lytle ,0,68 of 116,0,0 of 0,---,0:00,62 of 110,53 of 101,9 of 9,0 of 0,62 of 110,0 of 0
Round 3,Herb Dean,Decision - Unanimous,Sal D'amato 27-30.,Cecil Peoples 27-30.,Glenn Trowbridge 27-30.,Matt Serra ,0,38 of 99,0,0 of 1,0%,0:00,38 of 99,13 of 71,16 of 19,9 of 9,38 of 98,0 of 1,Chris Lytle ,0,47 of 96,0,0 of 0,---,0:00,47 of 96,45 of 94,2 of 2,0 of 0,47 of 96,0 of 0
Round 1,Rob Hinds,Decision - Split,Kelvin Caldwell 29-28.,Cecil Peoples 28-29.,Glenn Trowbridge 28-29.,Sean Sherk ,0,35 of 40,0,2 of 3,66%,3:25,6 of 9,5 of 8,0 of 0,1 of 1,1 of 4,0 of 0,Evan Dunham ,0,8 of 14,0,0 of 0,---,0:24,3 of 9,3 of 9,0 of 0,0 of 0,3 of 9,0 of 0
Round 2,Rob Hinds,Decision - Split,Kelvin Caldwell 29-28.,Cecil Peoples 28-29.,Glenn Trowbridge 28-29.,Sean Sherk ,0,23 of 51,0,2 of 8,25%,2:31,15 of 42,12 of 39,1 of 1,2 of 2,14 of 41,1 of 1,Evan Dunham ,0,42 of 79,0,0 of 0,---,0:05,28 of 63,23 of 58,5 of 5,0 of 0,27 of 61,1 of 2
Round 3,Rob Hinds,Decision - Split,Kelvin Caldwell 29-28.,Cecil Peoples 28-29.,Glenn Trowbridge 28-29.,Sean Sherk ,0,23 of 74,0,1 of 7,14%,2:14,17 of 64,14 of 60,2 of 3,1 of 1,16 of 62,1 of 2,Evan Dunham ,0,73 of 123,0,0 of 0,---,0:05,44 of 92,39 of 82,4 of 9,1 of 1,39 of 86,5 of 6
Round 1,Josh Rosenthal,Decision - Split,Kelvin Caldwell 29-28.,Sal D'amato 28-29.,Otto Torriero 27-30.,Melvin Guillard ,0,26 of 49,0,0 of 0,---,0:00,26 of 49,16 of 36,7 of 9,3 of 4,26 of 49,0 of 0,Jeremy Stephens ,1,18 of 46,1,0 of 0,---,0:00,18 of 46,5 of 22,6 of 9,7 of 15,18 of 45,0 of 0
Round 2,Josh Rosenthal,Decision - Split,Kelvin Caldwell 29-28.,Sal D'amato 28-29.,Otto Torriero 27-30.,Melvin Guillard ,0,22 of 60,0,0 of 1,0%,0:00,22 of 60,9 of 45,9 of 11,4 of 4,22 of 59,0 of 1,Jeremy Stephens ,0,18 of 53,0,0 of 1,0%,0:02,18 of 53,5 of 32,6 of 8,7 of 13,18 of 53,0 of 0
Round 3,Josh Rosenthal,Decision - Split,Kelvin Caldwell 29-28.,Sal D'amato 28-29.,Otto Torriero 27-30.,Melvin Guillard ,0,25 of 59,0,0 of 0,---,0:00,25 of 59,17 of 51,7 of 7,1 of 1,24 of 58,1 of 1,Jeremy Stephens ,0,26 of 56,0,0 of 1,0%,0:00,26 of 56,8 of 29,6 of 8,12 of 19,26 of 56,0 of 0
Round 1,Herb Dean,Decision - Unanimous,Sal D'amato 28-29.,Cecil Peoples 28-29.,Glenn Trowbridge 28-29.,Matt Mitrione ,0,23 of 43,0,0 of 0,---,0:00,19 of 38,14 of 32,2 of 2,3 of 4,18 of 37,1 of 1,Joey Beltran ,0,57 of 91,0,1 of 1,100%,2:57,23 of 52,12 of 39,11 of 13,0 of 0,6 of 33,8 of 8
Round 2,Herb Dean,Decision - Unanimous,Sal D'amato 28-29.,Cecil Peoples 28-29.,Glenn Trowbridge 28-29.,Matt Mitrione ,0,28 of 55,0,0 of 0,---,0:00,26 of 53,21 of 47,2 of 3,3 of 3,24 of 48,2 of 5,Joey Beltran ,0,23 of 50,0,0 of 1,0%,1:42,20 of 45,16 of 40,2 of 3,2 of 2,18 of 41,2 of 4
Round 3,Herb Dean,Decision - Unanimous,Sal D'amato 28-29.,Cecil Peoples 28-29.,Glenn Trowbridge 28-29.,Matt Mitrione ,0,35 of 67,0,0 of 0,---,0:00,31 of 61,26 of 56,3 of 3,2 of 2,31 of 59,0 of 2,Joey Beltran ,0,13 of 66,0,0 of 1,0%,0:22,9 of 60,7 of 58,0 of 0,2 of 2,5 of 54,4 of 6
Round 1,Herb Dean,Decision - Split,Cecil Peoples 28-29.,Dave Stone 29-28.,Otto Torriero 28-29.,Steve Lopez ,0,15 of 29,0,0 of 0,---,0:00,12 of 26,2 of 14,0 of 0,10 of 12,11 of 24,0 of 0,Waylon Lowe ,0,19 of 27,0,2 of 3,66%,1:31,5 of 12,5 of 12,0 of 0,0 of 0,4 of 11,0 of 0
Round 2,Herb Dean,Decision - Split,Cecil Peoples 28-29.,Dave Stone 29-28.,Otto Torriero 28-29.,Steve Lopez ,0,45 of 70,0,0 of 0,---,0:00,7 of 31,3 of 25,0 of 1,4 of 5,6 of 27,0 of 1,Waylon Lowe ,0,21 of 40,0,1 of 2,50%,1:51,9 of 26,8 of 24,1 of 2,0 of 0,7 of 21,0 of 0
Round 3,Herb Dean,Decision - Split,Cecil Peoples 28-29.,Dave Stone 29-28.,Otto Torriero 28-29.,Steve Lopez ,0,8 of 18,0,0 of 0,---,0:00,4 of 14,1 of 9,3 of 4,0 of 1,4 of 14,0 of 0,Waylon Lowe ,0,34 of 51,0,2 of 2,100%,3:30,12 of 23,12 of 23,0 of 0,0 of 0,5 of 12,0 of 0
Round 1,Jeff Malott,Decision - Unanimous,Dave Stone 27-30.,Kelvin Caldwell 27-30.,Glenn Trowbridge 27-30.,TJ Grant ,0,21 of 29,0,0 of 0,---,2:52,8 of 12,3 of 5,4 of 6,1 of 1,1 of 2,5 of 8,Julio Paulino ,0,8 of 20,0,0 of 0,---,0:54,4 of 16,0 of 10,3 of 4,1 of 2,1 of 10,3 of 6
Round 2,Jeff Malott,Decision - Unanimous,Dave Stone 27-30.,Kelvin Caldwell 27-30.,Glenn Trowbridge 27-30.,TJ Grant ,0,6 of 11,0,3 of 4,75%,3:29,2 of 4,2 of 2,0 of 2,0 of 0,0 of 0,0 of 2,Julio Paulino ,0,19 of 31,0,0 of 0,---,0:53,4 of 15,3 of 12,1 of 3,0 of 0,2 of 9,1 of 4
Round 3,Jeff Malott,Decision - Unanimous,Dave Stone 27-30.,Kelvin Caldwell 27-30.,Glenn Trowbridge 27-30.,TJ Grant ,0,9 of 19,0,1 of 2,50%,2:39,7 of 17,4 of 13,2 of 3,1 of 1,1 of 3,1 of 5,Julio Paulino ,0,12 of 20,0,0 of 0,---,1:25,4 of 11,2 of 6,2 of 4,0 of 1,1 of 6,0 of 0
Round 1,Jon Schorle,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 28-29.,Jim Miller ,0,19 of 50,0,0 of 1,0%,0:16,14 of 45,6 of 34,4 of 5,4 of 6,13 of 40,1 of 5,Gleison Tibau ,0,10 of 39,0,2 of 2,100%,1:24,6 of 35,6 of 34,0 of 1,0 of 0,6 of 35,0 of 0
Round 2,Jon Schorle,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 28-29.,Jim Miller ,0,12 of 35,0,0 of 3,0%,1:04,9 of 32,3 of 21,3 of 7,3 of 4,6 of 28,3 of 4,Gleison Tibau ,0,13 of 31,0,2 of 2,100%,0:59,7 of 24,5 of 19,1 of 3,1 of 2,6 of 20,1 of 3
Round 3,Jon Schorle,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 28-29.,Jim Miller ,0,13 of 43,0,0 of 2,0%,0:45,6 of 36,4 of 30,0 of 3,2 of 3,6 of 33,0 of 3,Gleison Tibau ,0,13 of 44,0,0 of 1,0%,0:58,10 of 41,10 of 41,0 of 0,0 of 0,8 of 37,2 of 4
Round 1,Kerry Hatley,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 27-30.,Yves Edwards ,0,28 of 42,0,1 of 1,100%,3:04,14 of 27,9 of 21,4 of 4,1 of 2,6 of 15,1 of 1,John Gunderson ,0,5 of 26,0,0 of 1,0%,0:19,5 of 26,2 of 22,0 of 0,3 of 4,4 of 24,1 of 2
Round 2,Kerry Hatley,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 27-30.,Yves Edwards ,0,16 of 47,0,0 of 0,---,0:51,13 of 44,9 of 39,2 of 3,2 of 2,10 of 37,2 of 3,John Gunderson ,0,13 of 56,0,0 of 4,0%,0:30,7 of 50,2 of 41,4 of 6,1 of 3,6 of 47,1 of 3
Round 3,Kerry Hatley,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 27-30.,Yves Edwards ,0,54 of 88,0,0 of 0,---,4:08,27 of 54,24 of 50,3 of 4,0 of 0,4 of 12,1 of 2,John Gunderson ,0,6 of 9,0,0 of 1,0%,0:00,3 of 6,1 of 4,1 of 1,1 of 1,2 of 5,1 of 1
Round 1,Jon Schorle,Decision - Unanimous,Cecil Peoples 28-29.,Chris Lee 28-29.,Nick Wright 28-29.,Jared Hamman ,0,41 of 75,0,0 of 0,---,0:05,13 of 47,7 of 35,3 of 7,3 of 5,11 of 38,1 of 6,Kyle Kingsbury ,0,32 of 59,0,4 of 5,80%,2:49,25 of 51,11 of 35,6 of 7,8 of 9,20 of 42,4 of 6
Round 2,Jon Schorle,Decision - Unanimous,Cecil Peoples 28-29.,Chris Lee 28-29.,Nick Wright 28-29.,Jared Hamman ,0,50 of 110,0,0 of 1,0%,0:10,27 of 86,21 of 75,5 of 8,1 of 3,22 of 76,3 of 5,Kyle Kingsbury ,0,34 of 98,0,3 of 4,75%,1:10,33 of 97,24 of 80,4 of 6,5 of 11,31 of 93,1 of 3
Round 3,Jon Schorle,Decision - Unanimous,Cecil Peoples 28-29.,Chris Lee 28-29.,Nick Wright 28-29.,Jared Hamman ,0,55 of 113,0,0 of 1,0%,0:00,48 of 106,37 of 93,6 of 7,5 of 6,44 of 97,4 of 9,Kyle Kingsbury ,0,22 of 72,0,2 of 4,50%,0:45,21 of 71,13 of 60,0 of 3,8 of 8,21 of 71,0 of 0
Round 1,Herb Dean,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 27-30.,Tomasz Drwal ,0,7 of 12,0,0 of 0,---,0:14,1 of 3,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,David Branch ,0,26 of 36,0,1 of 1,100%,3:21,5 of 10,1 of 4,3 of 3,1 of 3,1 of 3,0 of 2
Round 2,Herb Dean,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 27-30.,Tomasz Drwal ,0,7 of 25,0,0 of 0,---,0:29,5 of 23,4 of 21,1 of 2,0 of 0,5 of 22,0 of 1,David Branch ,0,8 of 15,0,1 of 5,20%,2:05,5 of 12,4 of 9,1 of 1,0 of 2,2 of 9,1 of 1
Round 3,Herb Dean,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 27-30.,Tomasz Drwal ,0,5 of 18,0,0 of 0,---,0:40,4 of 17,3 of 14,1 of 1,0 of 2,3 of 13,1 of 4,David Branch ,0,28 of 34,0,1 of 4,25%,2:13,5 of 9,3 of 6,0 of 1,2 of 2,4 of 7,1 of 1
Round 1,Kerry Hatley,Decision - Unanimous,Cecil Peoples 28-29.,Chris Lee 28-29.,Nick Wright 27-30.,Rich Attonito ,1,22 of 45,1,0 of 0,---,0:08,13 of 36,7 of 29,1 of 2,5 of 5,9 of 29,1 of 2,Rafael Natal ,0,15 of 51,0,1 of 2,50%,0:44,14 of 48,6 of 31,1 of 8,7 of 9,13 of 47,0 of 0
Round 2,Kerry Hatley,Decision - Unanimous,Cecil Peoples 28-29.,Chris Lee 28-29.,Nick Wright 27-30.,Rich Attonito ,0,4 of 17,0,0 of 1,0%,0:00,4 of 17,1 of 13,1 of 1,2 of 3,4 of 17,0 of 0,Rafael Natal ,0,23 of 53,0,1 of 5,20%,0:52,9 of 38,7 of 26,1 of 10,1 of 2,8 of 35,1 of 2
Round 3,Kerry Hatley,Decision - Unanimous,Cecil Peoples 28-29.,Chris Lee 28-29.,Nick Wright 27-30.,Rich Attonito ,0,20 of 41,0,0 of 0,---,3:07,8 of 27,7 of 25,0 of 1,1 of 1,1 of 13,0 of 0,Rafael Natal ,0,13 of 28,0,0 of 2,0%,0:00,5 of 16,1 of 12,3 of 3,1 of 1,5 of 16,0 of 0
Round 1,Jon Schorle,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 27-30.,TJ Waldburger ,0,19 of 27,0,2 of 2,100%,3:18,14 of 22,12 of 19,0 of 1,2 of 2,1 of 1,2 of 4,David Mitchell ,0,6 of 9,0,1 of 2,50%,0:34,4 of 7,2 of 2,1 of 2,1 of 3,1 of 3,3 of 4
Round 2,Jon Schorle,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 27-30.,TJ Waldburger ,0,15 of 18,0,2 of 3,66%,2:47,5 of 7,4 of 6,1 of 1,0 of 0,1 of 1,0 of 0,David Mitchell ,0,24 of 28,0,1 of 1,100%,1:01,5 of 7,4 of 6,0 of 0,1 of 1,1 of 1,0 of 1
Round 3,Jon Schorle,Decision - Unanimous,Cecil Peoples 27-30.,Chris Lee 27-30.,Chet Robbins 27-30.,TJ Waldburger ,0,35 of 51,0,2 of 2,100%,4:47,18 of 29,16 of 27,0 of 0,2 of 2,1 of 1,1 of 1,David Mitchell ,0,20 of 22,0,0 of 0,---,0:00,4 of 4,3 of 3,1 of 1,0 of 0,1 of 1,1 of 1
Round 1,Herb Dean,Decision - Unanimous,Sal D'amato 45-50.,David Ginsberg 45-50.,Cecil Peoples 45-50.,Frankie Edgar ,0,9 of 34,0,2 of 3,66%,1:49,8 of 33,4 of 28,2 of 2,2 of 3,7 of 31,1 of 1,BJ Penn ,0,20 of 37,0,0 of 0,---,0:00,8 of 25,6 of 22,2 of 3,0 of 0,7 of 24,1 of 1
